Phys_X,Phys_Y,Chip_X,Chip_Y,Chip_ID,RA,DEC,Offaxis_Angle
5258.06,2228.73,100.064962365,499.207831124,5,184.496864422281,47.0412630811192,18.0357087187
5201.56,2882.23,683.203477423,801.4496884,5,184.5078219141407,47.13059526742482,13.4629458831
4278.982222,3690.763333,818.608115559,454.334921815,6,184.6930744657006,47.24130292861825,3.64804955838
4260.26,3770.53,896.123056373,481.222319517,6,184.6968365008862,47.25220550563974,2.99130011053
3896.795849,3883.909245,142.363682386,234.643239598,7,184.7700295244216,47.2676983550415,2.39176654248
3706.76,3889.03,248.537879531,76.6375329252,7,184.8083042686544,47.26837842722151,3.62047341581
4040.532455,3891.761737,71.9757828388,360.43734533,7,184.7410808074128,47.26877801255942,1.74045100882
4003.115556,3907.785556,105.58245037,337.373995575,7,184.7486176058188,47.27096694787884,1.72655840463
4213.713374,3970.923252,46.128240558,549.353657703,7,184.7061961541532,47.27959487885902,1.40859893569
4110.53076,3976.083801,105.790417198,464.837711132,7,184.7269820526396,47.28030254413371,0.9940930835
3937.46,3978.93,200.948804527,319.963592546,7,184.7618475187961,47.2806870946381,1.62178547433
4091.023415,3979.25439,118.926637684,450.03572748,7,184.7309118308972,47.28073588738349,0.962462238828
3867.196364,3979.911818,239.434470244,261.054234288,7,184.7760023953659,47.28081645989006,2.10937640618
4037.56,3993.60931,159.721111664,412.504343442,7,184.7416826042644,47.28269711836319,0.972328356965
4058.196364,4042.139091,189.712908081,455.968210281,7,184.7375261729557,47.28932987571471,0.545301657659
4130.46625,4046.48,154.654521698,519.427191369,7,184.7229647885019,47.28992318861245,0.495791995999
4329.497343,4062.996917,61.9627949856,696.638014569,7,184.6828605384605,47.29217111778674,1.93022856267
4085.02875,4118.82375,240.200225755,519.76177585,7,184.732120304201,47.29981034821389,0.205808460148
4291.652105,4136.861579,144.726295326,704.209871389,7,184.690478690188,47.30226881383239,1.63411403909
4051.56,4145.23,280.473430662,505.602201264,7,184.7388657145666,47.30341886882068,0.543568864668
4047.841433,4149.500684,286.078801962,504.745400035,7,184.7396152584413,47.30400246746448,0.589985787539
4042.736471,4160.68098,298.271958,506.418798838,7,184.7406444309877,47.30553034882526,0.686537134377
4010.138947,4162.282632,317.096191464,479.703117636,7,184.7472144318263,47.30574843427409,0.890203784888
4118.944615,4166.153077,262.059902217,573.815326246,7,184.7252848536674,47.30627862372756,0.600075965285
4168.76,4167.53,236.527957902,616.691750479,7,184.7152445248043,47.30646596968907,0.830865504862
